geotiff_path,folder,name,id_sample,date,tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_11_11/V2KRNP____20121111F158_V003/V2KRNP____20121111F158_V003.tif,V2KRNP____20121111F158_V003,V2KRNP____20121111F158_V003,image,2012-11-11,/data/databases/Julio/spot/tortillas/V2KRNP____20121111F158_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_11_11/V2KRNP____20121111F158_V003/V2KRNP____20121111F158_V003_cloud_mask.tif,V2KRNP____20121111F158_V003,V2KRNP____20121111F158_V003_cloud_mask,cloud_mask,2012-11-11,/data/databases/Julio/spot/tortillas/V2KRNP____20121111F158_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/2012_11_11/V2KRNP____20121111F158_V003/V2KRNP____20121111F158_V003_initial_mask.tif,V2KRNP____20121111F158_V003,V2KRNP____20121111F158_V003_initial_mask,initial_mask,2012-11-11,/data/databases/Julio/spot/tortillas/V2KRNP____20121111F158_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F234_V003/V1KRNP____19990112F234_V003_cloud_mask_cnn.tif,V1KRNP____19990112F234_V003,V1KRNP____19990112F234_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F234_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F234_V003/V1KRNP____19990112F234_V003.tif,V1KRNP____19990112F234_V003,V1KRNP____19990112F234_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F234_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F234_V003/V1KRNP____19990112F234_V003_cloud_mask.tif,V1KRNP____19990112F234_V003,V1KRNP____19990112F234_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F234_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F234_V003/V1KRNP____19990112F234_V003_initial_mask.tif,V1KRNP____19990112F234_V003,V1KRNP____19990112F234_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F234_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F237_V003/V1KRNP____19990112F237_V003_initial_mask.tif,V1KRNP____19990112F237_V003,V1KRNP____19990112F237_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F237_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F237_V003/V1KRNP____19990112F237_V003_cloud_mask_cnn.tif,V1KRNP____19990112F237_V003,V1KRNP____19990112F237_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F237_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F237_V003/V1KRNP____19990112F237_V003_cloud_mask.tif,V1KRNP____19990112F237_V003,V1KRNP____19990112F237_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F237_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F237_V003/V1KRNP____19990112F237_V003.tif,V1KRNP____19990112F237_V003,V1KRNP____19990112F237_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F237_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F248_V003/V1KRNP____19990112F248_V003_initial_mask.tif,V1KRNP____19990112F248_V003,V1KRNP____19990112F248_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F248_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F248_V003/V1KRNP____19990112F248_V003.tif,V1KRNP____19990112F248_V003,V1KRNP____19990112F248_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F248_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F248_V003/V1KRNP____19990112F248_V003_cloud_mask_cnn.tif,V1KRNP____19990112F248_V003,V1KRNP____19990112F248_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F248_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F248_V003/V1KRNP____19990112F248_V003_cloud_mask.tif,V1KRNP____19990112F248_V003,V1KRNP____19990112F248_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F248_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F230_V003/V1KRNP____19990112F230_V003_cloud_mask_cnn.tif,V1KRNP____19990112F230_V003,V1KRNP____19990112F230_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F230_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F230_V003/V1KRNP____19990112F230_V003_cloud_mask.tif,V1KRNP____19990112F230_V003,V1KRNP____19990112F230_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F230_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F230_V003/V1KRNP____19990112F230_V003.tif,V1KRNP____19990112F230_V003,V1KRNP____19990112F230_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F230_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F230_V003/V1KRNP____19990112F230_V003_initial_mask.tif,V1KRNP____19990112F230_V003,V1KRNP____19990112F230_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F230_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F243_V003/V1KRNP____19990112F243_V003_initial_mask.tif,V1KRNP____19990112F243_V003,V1KRNP____19990112F243_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F243_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F243_V003/V1KRNP____19990112F243_V003_cloud_mask.tif,V1KRNP____19990112F243_V003,V1KRNP____19990112F243_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F243_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F243_V003/V1KRNP____19990112F243_V003.tif,V1KRNP____19990112F243_V003,V1KRNP____19990112F243_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F243_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F243_V003/V1KRNP____19990112F243_V003_cloud_mask_cnn.tif,V1KRNP____19990112F243_V003,V1KRNP____19990112F243_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F243_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F229_V003/V1KRNP____19990112F229_V003.tif,V1KRNP____19990112F229_V003,V1KRNP____19990112F229_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F229_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F229_V003/V1KRNP____19990112F229_V003_cloud_mask.tif,V1KRNP____19990112F229_V003,V1KRNP____19990112F229_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F229_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F229_V003/V1KRNP____19990112F229_V003_initial_mask.tif,V1KRNP____19990112F229_V003,V1KRNP____19990112F229_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F229_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F229_V003/V1KRNP____19990112F229_V003_cloud_mask_cnn.tif,V1KRNP____19990112F229_V003,V1KRNP____19990112F229_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F229_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F247_V003/V1KRNP____19990112F247_V003_cloud_mask.tif,V1KRNP____19990112F247_V003,V1KRNP____19990112F247_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F247_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F247_V003/V1KRNP____19990112F247_V003_cloud_mask_cnn.tif,V1KRNP____19990112F247_V003,V1KRNP____19990112F247_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F247_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F247_V003/V1KRNP____19990112F247_V003.tif,V1KRNP____19990112F247_V003,V1KRNP____19990112F247_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F247_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F247_V003/V1KRNP____19990112F247_V003_initial_mask.tif,V1KRNP____19990112F247_V003,V1KRNP____19990112F247_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F247_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F236_V003/V1KRNP____19990112F236_V003.tif,V1KRNP____19990112F236_V003,V1KRNP____19990112F236_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F236_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F236_V003/V1KRNP____19990112F236_V003_cloud_mask_cnn.tif,V1KRNP____19990112F236_V003,V1KRNP____19990112F236_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F236_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F236_V003/V1KRNP____19990112F236_V003_initial_mask.tif,V1KRNP____19990112F236_V003,V1KRNP____19990112F236_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F236_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F236_V003/V1KRNP____19990112F236_V003_cloud_mask.tif,V1KRNP____19990112F236_V003,V1KRNP____19990112F236_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F236_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F227_V003/V1KRNP____19990112F227_V003_cloud_mask_cnn.tif,V1KRNP____19990112F227_V003,V1KRNP____19990112F227_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F227_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F227_V003/V1KRNP____19990112F227_V003.tif,V1KRNP____19990112F227_V003,V1KRNP____19990112F227_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F227_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F227_V003/V1KRNP____19990112F227_V003_cloud_mask.tif,V1KRNP____19990112F227_V003,V1KRNP____19990112F227_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F227_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F227_V003/V1KRNP____19990112F227_V003_initial_mask.tif,V1KRNP____19990112F227_V003,V1KRNP____19990112F227_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F227_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F251_V003/V1KRNP____19990112F251_V003_cloud_mask_cnn.tif,V1KRNP____19990112F251_V003,V1KRNP____19990112F251_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F251_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F251_V003/V1KRNP____19990112F251_V003_initial_mask.tif,V1KRNP____19990112F251_V003,V1KRNP____19990112F251_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F251_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F251_V003/V1KRNP____19990112F251_V003.tif,V1KRNP____19990112F251_V003,V1KRNP____19990112F251_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F251_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F251_V003/V1KRNP____19990112F251_V003_cloud_mask.tif,V1KRNP____19990112F251_V003,V1KRNP____19990112F251_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F251_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F001_V003/V1KRNP____19990112F001_V003.tif,V1KRNP____19990112F001_V003,V1KRNP____19990112F001_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F001_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F001_V003/V1KRNP____19990112F001_V003_cloud_mask.tif,V1KRNP____19990112F001_V003,V1KRNP____19990112F001_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F001_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F001_V003/V1KRNP____19990112F001_V003_cloud_mask_cnn.tif,V1KRNP____19990112F001_V003,V1KRNP____19990112F001_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F001_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F001_V003/V1KRNP____19990112F001_V003_initial_mask.tif,V1KRNP____19990112F001_V003,V1KRNP____19990112F001_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F001_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F242_V003/V1KRNP____19990112F242_V003_cloud_mask.tif,V1KRNP____19990112F242_V003,V1KRNP____19990112F242_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F242_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F242_V003/V1KRNP____19990112F242_V003_initial_mask.tif,V1KRNP____19990112F242_V003,V1KRNP____19990112F242_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F242_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F242_V003/V1KRNP____19990112F242_V003.tif,V1KRNP____19990112F242_V003,V1KRNP____19990112F242_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F242_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F242_V003/V1KRNP____19990112F242_V003_cloud_mask_cnn.tif,V1KRNP____19990112F242_V003,V1KRNP____19990112F242_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F242_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F002_V003/V1KRNP____19990112F002_V003_initial_mask.tif,V1KRNP____19990112F002_V003,V1KRNP____19990112F002_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F002_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F002_V003/V1KRNP____19990112F002_V003_cloud_mask_cnn.tif,V1KRNP____19990112F002_V003,V1KRNP____19990112F002_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F002_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F002_V003/V1KRNP____19990112F002_V003.tif,V1KRNP____19990112F002_V003,V1KRNP____19990112F002_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F002_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F002_V003/V1KRNP____19990112F002_V003_cloud_mask.tif,V1KRNP____19990112F002_V003,V1KRNP____19990112F002_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F002_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F244_V003/V1KRNP____19990112F244_V003_cloud_mask.tif,V1KRNP____19990112F244_V003,V1KRNP____19990112F244_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F244_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F244_V003/V1KRNP____19990112F244_V003_cloud_mask_cnn.tif,V1KRNP____19990112F244_V003,V1KRNP____19990112F244_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F244_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F244_V003/V1KRNP____19990112F244_V003_initial_mask.tif,V1KRNP____19990112F244_V003,V1KRNP____19990112F244_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F244_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F244_V003/V1KRNP____19990112F244_V003.tif,V1KRNP____19990112F244_V003,V1KRNP____19990112F244_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F244_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F254_V003/V1KRNP____19990112F254_V003_cloud_mask.tif,V1KRNP____19990112F254_V003,V1KRNP____19990112F254_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F254_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F254_V003/V1KRNP____19990112F254_V003_initial_mask.tif,V1KRNP____19990112F254_V003,V1KRNP____19990112F254_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F254_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F254_V003/V1KRNP____19990112F254_V003_cloud_mask_cnn.tif,V1KRNP____19990112F254_V003,V1KRNP____19990112F254_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F254_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F254_V003/V1KRNP____19990112F254_V003.tif,V1KRNP____19990112F254_V003,V1KRNP____19990112F254_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F254_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F228_V003/V1KRNP____19990112F228_V003_initial_mask.tif,V1KRNP____19990112F228_V003,V1KRNP____19990112F228_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F228_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F228_V003/V1KRNP____19990112F228_V003_cloud_mask.tif,V1KRNP____19990112F228_V003,V1KRNP____19990112F228_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F228_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F228_V003/V1KRNP____19990112F228_V003_cloud_mask_cnn.tif,V1KRNP____19990112F228_V003,V1KRNP____19990112F228_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F228_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F228_V003/V1KRNP____19990112F228_V003.tif,V1KRNP____19990112F228_V003,V1KRNP____19990112F228_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F228_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F246_V003/V1KRNP____19990112F246_V003.tif,V1KRNP____19990112F246_V003,V1KRNP____19990112F246_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F246_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F246_V003/V1KRNP____19990112F246_V003_cloud_mask.tif,V1KRNP____19990112F246_V003,V1KRNP____19990112F246_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F246_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F246_V003/V1KRNP____19990112F246_V003_cloud_mask_cnn.tif,V1KRNP____19990112F246_V003,V1KRNP____19990112F246_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F246_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F246_V003/V1KRNP____19990112F246_V003_initial_mask.tif,V1KRNP____19990112F246_V003,V1KRNP____19990112F246_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F246_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F231_V003/V1KRNP____19990112F231_V003_cloud_mask_cnn.tif,V1KRNP____19990112F231_V003,V1KRNP____19990112F231_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F231_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F231_V003/V1KRNP____19990112F231_V003_cloud_mask.tif,V1KRNP____19990112F231_V003,V1KRNP____19990112F231_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F231_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F231_V003/V1KRNP____19990112F231_V003.tif,V1KRNP____19990112F231_V003,V1KRNP____19990112F231_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F231_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F231_V003/V1KRNP____19990112F231_V003_initial_mask.tif,V1KRNP____19990112F231_V003,V1KRNP____19990112F231_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F231_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F255_V003/V1KRNP____19990112F255_V003_initial_mask.tif,V1KRNP____19990112F255_V003,V1KRNP____19990112F255_V003_initial_mask,initial_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F255_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F255_V003/V1KRNP____19990112F255_V003_cloud_mask.tif,V1KRNP____19990112F255_V003,V1KRNP____19990112F255_V003_cloud_mask,cloud_mask,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F255_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F255_V003/V1KRNP____19990112F255_V003_cloud_mask_cnn.tif,V1KRNP____19990112F255_V003,V1KRNP____19990112F255_V003_cloud_mask_cnn,mask_cnn,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F255_V003.tortilla
/data/databases/spot_proba_cloud/CESAR_SPOT_VEGETATION/geotiff/1999_01_12/V1KRNP____19990112F255_V003/V1KRNP____19990112F255_V003.tif,V1KRNP____19990112F255_V003,V1KRNP____19990112F255_V003,image,1999-01-12,/data/databases/Julio/spot/tortillas/V1KRNP____19990112F255_V003.tortilla
